ID	ImageNum	Title	Filename	OriginalFilename	Author	Year1stPub	BildSource	Caption	ELibrary	CXDatabase	SourcesDB	Ullibrary	Nix	Marked	Publishist	Format	SoFRefID	SoFDate
2580	BL2580	Osptreussen	BL2580-Ostpreussen.jpg					Osptreussen										
2581	BL2581	Innsbruck	BL2581-Innsbruck.jpg					Innsbruck										
2582	BL2582	Ontario Road Map 1961	BL2582-OntarioRoadMap1961.jpg			1961		Ontario Road Map 1961										
2583	BL2583	MetropolitanToronto1965	BL2583-MetropolitanToronto1965.jpg			1965		MetropolitanToronto1965										
2584	BL2584	Royal Bank Dime Saver	BL2584-RoyalBankDimeSaver.jpg					Royal Bank Dime Saver										
2585	BL2585	Weston Know Canada Better	BL2585-WestonKnowCanadaBetter.jpg					Weston Know Canada Better										
2586	BL2586	Saskatchewan RoadMap 1966	BL2586-SaskatchewanRoadMap1966.jpg			1966		Saskatchewan RoadMap 1966										
2587	BL2587	New York Road Map	BL2587-NewYorkRoadMap.jpg					New York Road Map										
2588	BL2588	British Columbia Road Map	BL2588-BritishColumbiaRoadMap.jpg					British Columbia Road Map										
2589	BL2589	Ontarion 401 RoadMap 1964	BL2589-Ontarion401RoadMap1964.jpg			1964		Ontarion 401 RoadMap 1964										
2590	BL2590	Ontario Road Map	BL2590-OntarioRaodMap.jpg					Ontario Road Map										
2591	BL2591	Canada Bridges Ferries Tunnels	BL2591-CanadaBridgesFerriesTunnels.jpg					Canada Bridges Ferries Tunnels										
2592	BL2592	Australia Expo 67	BL2592-AustraliaExpo67.jpg			1967		Australia Expo 67										
2593	BL2593	Bethune Memorial House	BL2593-BethuneMemorialHouse.jpg					Bethune Memorial House										
2594	BL2594	Trans Canada Highway	BL2594-TransCanadaHighway.jpg					Trans Canada Highway										
2595	BL2595	St. Catharines Visitors Guide	BL2595-StCatharinesVisitorsGuide.jpg					St. Catharines Visitors Guide										
2596	BL2596	Ontario Northwest	BL2596-OntarioNorthwest.jpg					Ontario Northwest										
2597	BL2597	Manitoba Vacation Handbook1966	BL2597-ManitobaVacationHandbook1966.jpg			1966		Manitoba Vacation Handbook1966										
2598	BL2598	Lakehead	BL2598-Lakehead.jpg					Lakehead										
2599	BL2599	St. Catharines Visitors Guide	BL2599-StCatharinesVisitorsGuide.jpg					St. Catharines Visitors Guide										
2600	BL2600	1970 Air Show	BL2600-1970AirShow.jpg					1970 Air Show										
2601	BL2601	Ontario Road Map 1978	BL2601-OntarioRoadMap1978.jpg			1978		Ontario Road Map 1978										
2602	BL2602	Metro Toronto Map	BL2602-MetroTorontoMap.jpg					Metro Toronto Map										
2603	BL2603	Alberta Highways 1966	BL2603-AlbertaHighways1966.jpg			1966		Alberta Highways 1966										
2604	BL2604	Ontario Road Map 1963	BL2604-OntarioRoadMap1963.jpg			1963		Ontario Road Map 1963										
2605	BL2605	Wisconsin Highway Map 1970	BL2605-WisconsiHighwayMap1970.jpg			1970		Wisconsin Highway Map 1970										
2606	BL2606	Virginia HighwayMap1963	BL2606-VirginiaHighwayMap1963.jpg			1963		Virginia HighwayMap1963										
2607	BL2607	Niagara Peninsula Conservation	BL2607-NiagaraPeninsulaConservation.jpg					Niagara Peninsula Conservation										
2608	BL2608	Central British Columbia	BL2608-CentralBritishColumbia.jpg					Central British Columbia										
2609	BL2609	Centennial 1867-1967	BL2609-Centennial1867-1967.jpg			1967		Centennial 1867-1967										
2610	BL2610	Canadian Lakehead Harbour	BL2610-CanadianLakeheadHarbour.jpg					Canadian Lakehead Harbour										
2611	BL2611	Falls View Budget Inn	BL2611-FallsViewBudgetInn.jpg					Falls View Budget Inn										
2612	BL2612	Galapagos National Park	BL2612-GalapagosNationalPark.jpg					Galapagos National Park										
2613	BL2613	Bethune Memorial House	BL2613-BethuneMemorialHouse.jpg					Bethune Memorial House										
2614	BL2614	Elmhurst Inn	BL2614-ElmhurstInn.jpg					Elmhurst Inn										
2615	BL2615	Florida Vacation Guide	BL2615-FloridaVacationGuide.jpg					Florida Vacation Guide										
2616	BL2616	Jamaica	BL2616-Jamaica.jpg					Jamaica										
2617	BL2617	Barbados	BL2617-Barbados.jpg					Barbados										
2618	BL2618	British Columbia Road Map	BL2618-BritishcolumbiaRoadMap.jpg					British Columbia Road Map										
2619	BL2619	Toronto Map	BL2619-TorontoMap.jpg					Toronto Map										
2620	BL2620	Toronto	BL2620-Toronto.jpg					Toronto										
2621	BL2621	Weston Know Canada Better 1972	BL2621-WestonKnowCanadaBetter1972.jpg			1972		Weston Know Canada Better 1972										
2622	BL2622	Monument	BL2622-Monument.jpg					Monument										
2623	BL2623	Palace	BL2623-Palace.jpg					Palace										
2624	BL2624	Palace	BL2624-Palace.jpg					Palace										
2625	BL2625	Train Station	BL2625-TrainStation.jpg					Train Station										
2626	BL2626	Building	BL2626-Building.jpg					Building										
2627	BL2627	City	BL2627-City.jpg					City										
2628	BL2628	Stadium	BL2628-Stadium.jpg					Stadium										
2629	BL2629	Building	BL2629-Building.jpg					Building										
2630	BL2630	Buildings	BL2630-Buildings.jpg					Buildings										
2631	BL2631	Zoo	BL2631-Zoo.jpg					Zoo										
2632	BL2632	City Street	BL2632-CityStreet.jpg					City Street										
2633	BL2633	City	BL2633-City.jpg					City										
2634	BL2634	Park	BL2634-Park.jpg					Park										
2635	BL2635	Berlin	BL2635-Berlin.jpg					Berlin										
2636	BL2636	Denkmal Entwurf Sensburg	BL2636-DenkmalEntwurfSensburg.jpg					Denkmal Entwurf Sensburg										
2637	BL2637	Grunbach Post Erholungsheim	BL2637-GrunbachPostErholungsheim.jpg					Grunbach Post Erholungsheim										
2638	BL2638	Ile St Honorat	BL2638-IleStHonorat.jpg					Ile St Honorat										
2639	BL2639	Nazi Parade	BL2639-NaziParade.jpg					Nazi Parade										
2640	BL2640	Nazi March	BL2640-NaziMarch.jpg					Nazi March										
2641	BL2641	Wedding Picture	BL2641-WeddingPicture.jpg					Wedding Picture										
2642	BL2642	Fruhlingstrasse Garmisch	BL2642-FruhlingstrasseGarmisch.jpg					Fruhlingstrasse Garmisch										
2643	BL2643	Dorfplatz Grainau	BL2643-DorfplatzGrainau.jpg					Dorfplatz Grainau										
2644	BL2644	Solbad Karlshafen	BL2644-SolbadKarlshafen.jpg					Solbad Karlshafen										
2645	BL2645	Grossalmerode	BL2645-Grossalmerode.jpg					Grossalmerode										
2646	BL2646	Solbad Karlshafen	BL2646-SolbadKarlshafen.jpg					Solbad Karlshafen										
2647	BL2647	Partenkirchen	BL2647-Partenkirchen.jpg					Partenkirchen										
2648	BL2648	Sailboats	BL2648-Sailboats.jpg					Sailboats										
2649	BL2649	Street	BL2649-Street.jpg					Street										
2650	BL2650	Garmisch Partenkirchen	BL2650-GarmischPartenkirchen.jpg					Garmisch Partenkirchen										
2651	BL2651	Garmisch Partenkirchen	BL2651-GarmischPartenkirchen.jpg					Garmisch Partenkirchen										
2652	BL2652	Street	BL2652-Street.jpg					Street										
2653	BL2653	Lyck Ausflugsort Sybba	BL2653-LyckAusflugsortSybba.jpg					Lyck Ausflugsort Sybba										
2654	BL2654	Wartburg	BL2654-Wartburg.jpg					Wartburg										
2655	BL2655	St Georgi Quelle Bruckenau	BL2655-StGeorgiQuelleBruckenau.jpg					St Georgi Quelle Bruckenau										
2656	BL2656	Skiing	BL2656-Skiing.jpg					Skiing										
2657	BL2657	Garmisch Partenkirchen	BL2657-GarmischPartenkirchen.jpg					Garmisch Partenkirchen										
2658	BL2658	Monument	BL2658-Monument.jpg					Monument										
2659	BL2659	Hof Apotheke Bayreuth	BL2659-HofApothekeBayreuth.jpg					Hof Apotheke Bayreuth										
2660	BL2660	Musee du Luxembourg	BL2660-MuseeduLuxembourg.jpg					Musee du Luxembourg										
2661	BL2661	Statue	BL2661-Statue.jpg					Statue										
2662	BL2662	Church	BL2662-Church.jpg					Church										
2663	BL2663	Klamm	BL2663-Klamm.jpg					Klamm										
2664	BL2664	Geburtsstatte Pogorzelski	BL2664-GeburtsstattePogorzelski.jpg					Geburtsstatte Pogorzelski										
2665	BL2665	Berlinfunkturm	BL2665-Berlinfunkturm.jpg					Berlinfunkturm										
2666	BL2666	Soldiers	BL2666-Soldiers.jpg					Soldiers										
2667	BL2667	Berlin	BL2667-Berlin.jpg					Berlin										
2668	BL2668	Kaiserburg	BL2668-Kaiserburg.jpg					Kaiserburg										
2669	BL2669	Wartburg Lutherstube	BL2669-WartburgLutherstube.jpg					Wartburg Lutherstube										
2670	BL2670	Sandmannchen	BL2670-Sandmannchen.jpg					Sandmannchen										
2671	BL2671	Friedrichroda	BL2671-Friedrichroda.jpg					Friedrichroda										
2672	BL2672	Leipzig Am Hauptbahnhof	BL2672-LeipzigAmHauptbahnhof.jpg					Leipzig Am Hauptbahnhof										
2673	BL2673	Wartburg Burghof	BL2673-WartburgBurghof.jpg					Wartburg Burghof										
2674	BL2674	Building	BL2674-Building.jpg					Building										
2675	BL2675	Park	BL2675-Park.jpg					Park										
2676	BL2676	Sieglind slide show	BL2676-SieglindSlideShow.exe		Diemer, Ulli	2010		Sieglind slide show				True						
2677	BL2677	1979 Credit Card	BL2677-1979CreditCard.jpg			1979		1979 Credit Card										
2678	BL2678	Afist and the etter	BL2678-AfistandtheLetter.jpg					Afist and the etter		True								
2679	BL2679	Abolish Wage Labour	BL2679-AbolishWageLabour.jpg					Abolish Wage Labour		True								
2680	BL2680	Acid Hurling	BL2680-AcidHurling.jpg					Acid Hurling		True								
2681	BL2681	All Isms are Wasms	BL2681-AllIsmsareWasms.jpg					All Isms are Wasms		True								
2682	BL2682	Anarchist Communist Federation	BL2682-AnarchistCommunistFederation.jpg					Anarchist Communist Federation		True								
2683	BL2683	Anarchist Federation	BL2683-AnarchistFederation.jpg					Anarchist Federation		True								
2684	BL2684	Anarchist Forum	BL2684-AnarchistForum_1.jpg					Anarchist Forum		True								
2685	BL2685	Anarchists in Spanish Revolution	BL2685-AnarchistsinSpanishRevolution.jpg					Anarchists in Spanish Revolution		True								
2686	BL2686	Anarcho Poster	BL2686-AnarchoPoster.jpg					Anarcho Poster		True								
2687	BL2687	Announcement	BL2687-Announcement.jpg					Announcement		True								
2688	BL2688	Ape	BL2688-Ape.jpg					Ape		True								
2689	BL2689	Awarehouse Books	BL2689-AwarehouseBooks_A.jpg					Awarehouse Books		True								
2690	BL2690	BlackStar	BL2690-BlackStar.jpg					BlackStar		True								
2691	BL2691	Breakdown	BL2691-Breakdown.jpg					Breakdown		True								
2692	BL2692	Chicago Red and Black	BL2692-ChicagoRedandBlack_2A.jpg					Chicago Red and Black		True								
2693	BL2693	Common Sense Radicalism	BL2693-CommonSenseRadicalism.jpg					Common Sense Radicalism		True								
2694	BL2694	Do you hate your job	BL2694-Doyouhateyourjob.jpg					Do you hate your job		True								
2695	BL2695	Domesticated Rat	BL2695-DomesticatedRat.jpg					Domesticated Rat		True								
2696	BL2696	Don't Vote	BL2696-DontVote.jpg					Don't Vote		True								
2697	BL2697	Drivers that stole Cargo	BL2697-DriversthatstoleCargo_A.jpg					Drivers that stole Cargo		True								
2698	BL2698	Earth Peoples Strike	BL2698-EarthPeoples Strike.jpg					Earth Peoples Strike		True								
2699	BL2699	Emma Goldman Resource Group	BL2699-EmmaGoldmanResourceGroup.jpg					Emma Goldman Resource Group		True								
2700	BL2700	End of the Worlds Fair	BL2700-EndoftheWorldsFair_A.jpg					End of the Worlds Fair		True								
2701	BL2701	First of May	BL2701-FirstofMay_A.jpg					First of May		True								
2702	BL2702	Foxy Lady	BL2702-FoxyLady.jpg					Foxy Lady		True								
2703	BL2703	Freespace Newsletter	BL2703-FreespaceNewsletter_A.jpg					Freespace Newsletter		True								
2704	BL2704	Generalized Self Management	BL2704-GeneralizedSelfManagement_A.jpg					Generalized Self Management		True								
2705	BL2705	G-Marxism	BL2705-G-Marxism_A.jpg					G-Marxism		True								
2706	BL2706	HoChiZens	BL2706-HoChiZens_A.jpg					HoChiZens		True								
2707	BL2707	I am Waiting	BL2707-IamWaiting.jpg					I am Waiting		True								
2708	BL2708	Initiation Rites for Students	BL2708-InitiationRitesforStudents_A.jpg					Initiation Rites for Students		True								
2709	BL2709	International Anarchist Movement	BL2709-InternationalAnarchistMovement.jpg					International Anarchist Movement		True								
2710	BL2710	International Directory	BL2710-InternationalDirectory_A.jpg					International Directory		True								
2711	BL2711	International Workers Solidarity	BL2711-InternationalWorkersSolidarity_A.jpg					International Workers Solidarity		True								
2712	BL2712	Kronstadt	BL2712-Kronstadt.jpg					Kronstadt		True								
2713	BL2713	Last International	BL2713-LastInternational_A.jpg					Last International		True								
2714	BL2714	Linda Wiens	BL2714-LindaWiens_A.jpg					Linda Wiens		True								
2715	BL2715	MayDay	BL2715-MayDay.jpg					MayDay		True								
2716	BL2716	Newsletter	BL2716-Newsletter_A.jpg					Newsletter		True								
2717	BL2717	Open Road	BL2717-OpenRoad_A.jpg					Open Road		True								
2718	BL2718	Our Generation	BL2718-OurGeneration.jpg					Our Generation		True								
2719	BL2719	Pamphlets Anarchist Theory	BL2719-PamphletsAnarchistTheory.jpg					Pamphlets Anarchist Theory		True								
2720	BL2720	Press Release	BL2720-PressRelease.jpg					Press Release		True								
2721	BL2721	Cops protect rich cartoon	BL2721-CopsProtectRich.jpg					Cops protect rich cartoon										
2722	BL2722	Red Sky and Land	BL2722-RedLandSky					Red Sky and Land										
2723	BL2723	Publications Available	BL2723-PublicationsAvailable.jpg					Publications Available		True								
2724	BL2724	Resources Newsletter	BL2724-ResourcesNewsletter_A.jpg					Resources Newsletter		True								
2725	BL2725	Root and Branch	BL2725-RootandBranch_A.jpg					Root and Branch		True								
2726	BL2726	Situationist International Anthology	BL2726-SituationistInternationalAnthology_A.jpg					Situationist International Anthology		True								
2727	BL2727	Songs of Fire	BL2727-SongsofFire.jpg					Songs of Fire		True								
2728	BL2728	Southern Anarchist Conference	BL2728-SouthernAnarchistConference.jpg					Southern Anarchist Conference		True								
2729	BL2729	Strikes and Schools	BL2729-StrikesandSchools_A.jpg					Strikes and Schools		True								
2730	BL2730	Sunday Open Road	BL2730-SundayOpenRoad.jpg					Sunday Open Road		True								
2731	BL2731	TAG	BL2731-TAG.jpg					TAG		True								
2732	BL2732	Theses on G-Marxism	BL2732-ThesesonG-Marxism.jpg					Theses on G-Marxism		True								
2733	BL2733	Tokyo Libertaire	BL2733-TokyoLibertaire.jpg					Tokyo Libertaire		True								
2734	BL2734	Treatise on Living	BL2734-TreatiseonLiving001.jpg					Treatise on Living		True								
2735	BL2735	Unions and Schools	BL2735-UnionsandSchools_A.jpg					Unions and Schools		True								
2736	BL2736	Upshot	BL2736-Upshot.jpg					Upshot		True								
2737	BL2737	What We Fear	BL2737-WhatWeFear.jpg					What We Fear		True								
2738	BL2738	Wie Alles Anfing	BL2738-WieAllesAnfing.jpg					Wie Alles Anfing		True								
2739	BL2739	Wildcat Spain	BL2739-WildcatSpain_A.jpg					Wildcat Spain		True								
2740	BL2740	Wisconsin Law Enforcement	BL2740-Wisconsin Law Enforcement.jpg					Wisconsin Law Enforcement		True								
2741	BL2741	American Ruling Class is Crazy	BL2741-AmericanRulingClassisCrazy001.jpg					American Ruling Class is Crazy		True								
2742	BL2742	Subir Roy	BL2742-SubirRoy.jpg					Subir Roy		True								
2743	BL2743	Drop Charges David Depoe	BL2743-DropChargesDavidDepoe.jpg					Drop Charges David Depoe		True								
2744	BL2744	Young Socialists	BL2744a-YoungSocialists.jpg					Young Socialists		True								
2745	BL2745	Come to the Brawl	BL2745-CometotheBrawl.jpg					Come to the Brawl		True								
2746	BL2746	National Day of Protest	BL2746-NationalDayofProtest.jpg					National Day of Protest		True								
2747	BL2747	Against US Imperialism	BL2747-AgainstUSImperialism.jpg					Against US Imperialism		True								
2748	BL2748	Demo May 20 Montreal	BL2748-DemoMay20Montreal.jpg					Demo May 20 Montreal		True								
2749	BL2749	Fight Campus Repression	BL2749-FightCampusRepression.jpg					Fight Campus Repression		True								
2750	BL2750	Hail China National Day	BL2750-HailChinaNationalDay.jpg					Hail China National Day		True								
2751	BL2751	Chairman Mao Articles	BL2751-ChairmanMaoArticles.jpg					Chairman Mao Articles		True								
2752	BL2752	Drug Dependence	BL2752-DrugDependence.jpg					Drug Dependence		True								
2753	BL2753	Students Denounce Hellyer	BL2753-StudentsDenounceHellyer.jpg					Students Denounce Hellyer		True								
2754	BL2754	Norman Bethune	BL2754-NormanBethune.jpg					Norman Bethune		True								
2755	BL2755	Stop Amchitka	BL2755-StopAmchitka.jpg					Stop Amchitka		True								
2756	BL2756	Robarts Library Imperialism	BL2756-RobartsLibraryImperialism.jpg					Robarts Library Imperialism		True								
2757	BL2757	Robarts Library Meeting Agenda	BL2757-RobartsLibraryMeetingAgenda.jpg					Robarts Library Meeting Agenda		True								
2758	BL2758	Abortion Laws	BL2758a-AbortionLaws.jpg					Abortion Laws		True								
2759	BL2759	Mass Meeting Cops on Campus	BL2759-MassMeetingCopsonCampus.jpg					Mass Meeting Cops on Campus		True								
2760	BL2760	Open Meeting Left Student Movement	BL2760-OpenMeetingLeftStudentMovement.jpg					Open Meeting Left Student Movement		True								
2761	BL2761	Free Brith Control Info	BL2761-FreeBrithControlInfo.jpg					Free Brith Control Info		True								
2762	BL2762	Agenda Library Struggle	BL2762-AgendaLibraryStruggle.jpg					Agenda Library Struggle		True								
2763	BL2763	Senate Statement	BL2763-SenateStatement.jpg					Senate Statement		True								
2764	BL2764	Robert Blackturd	BL2764-RobertBlackturd.jpg					Robert Blackturd		True								
2765	BL2765	Public Meeting Vietnam NLF	BL2765-PublicMeetingVietnamNLF.jpg					Public Meeting Vietnam NLF		True								
2766	BL2766	Stop the Cutbacks	BL2766-StotheCutbacks.jpg					Stop the Cutbacks		True								
2767	BL2767	Robarts Library facts	BL2767a-RobartsLibraryfacts.jpg					Robarts Library facts		True								
2768	BL2768	SDS Convention	BL2768-SDSConvention.jpg					SDS Convention		True								
2769	BL2769	Old Mole Summer Activities	BL2769-OldMoleSummerActivities.jpg					Old Mole Summer Activities		True								
2770	BL2770	Waffle Women Strategy Conference	BL2770a-WaffleWomenStrategyConference.jpg					Waffle Women Strategy Conference		True								
2771	BL2771	What is CLM	BL2771-WhatisCLM.jpg					What is CLM		True								
2772	BL2772	Old Mole Massing	BL2772-OldMoleMassing.jpg					Old Mole Massing		True								
2773	BL2773	Wafflewomen Conference	BL2773a-WafflewomenConference.jpg					Wafflewomen Conference		True								
2774	BL2774	Access to Robarts Library	BL2774a-AccesstoRobartsLibrary.jpg					Access to Robarts Library		True								
2775	BL2775	IndoChinese Solidarity	BL2775-IndoChineseSolidarity.jpg					IndoChinese Solidarity		True								
2776	BL2776	Panhellenic Liberation PAK	BL2776-PanhellenicLiberationPAK.jpg					Panhellenic Liberation PAK		True								
2777	BL2777	Nixon Moscow Visit	BL2777a-NixonMoscowVisit.jpg					Nixon Moscow Visit		True								
2778	BL2778	Victory to Provisional Govt	BL2778-VictorytoProvisionalGovt.jpg					Victory to Provisional Govt		True								
2779	BL2779	Hands Off Vietnam	BL2779a-HandsOffVietnam.jpg					Hands Off Vietnam		True								
2780	BL2780	United Class Front	BL2780a-UnitedClassFront.jpg					United Class Front		True								
2781	BL2781	There is No Peace	BL2781a-ThereisNoPeace.jpg					There is No Peace		True								
2782	BL2782	Bloody Sunday	BL2782-BloodySunday.jpg					Bloody Sunday		True								
2783	BL2783	Panhellenic Liberation	BL2783a-PanhellenicLiberation.jpg					Panhellenic Liberation		True								
2784	BL2784	MayDay	BL2784a-MayDay.jpg					MayDay		True								
2785	BL2785	Smash Strikebreaking	BL2785a-SmashStrikebreaking.jpg					Smash Strikebreaking		True								
2786	BL2786	UofT Board of Governors	BL2786-UofTBoardofGovernors.jpg					UofT Board of Governors		True								
2787	BL2787	Now Its Up to Us	BL2787b-NowItsUptoUs.jpg					Now Its Up to Us		True								
2788	BL2788	Concerned Guyanese	BL2788-ConcernedGuyanese.jpg					Concerned Guyanese		True								
2789	BL2789	Guyana Meeting	BL2789-GuyanaMeeting.jpg					Guyana Meeting		True								
2790	BL2790	Concerned South Asians	BL2790a-ConcernedSouthAsians.jpg					Concerned South Asians		True								
2791	BL2791	Mass Demo Police Brutality	BL2791a-MassDemoPoliceBrutality.jpg					Mass Demo Police Brutality		True								
2792	BL2792	Ban the Klan	BL2792-BantheKlan.jpg					Ban the Klan		True								
2793	BL2793	Equal Pay Equal Work	BL2793-EqualPayEqualWork.jpg					Equal Pay Equal Work		True								
2794	BL2794	Petition Against Racist Violence	BL2794a-PetitionAgainstRacistViolence.jpg					Petition Against Racist Violence		True								
2795	BL2795	Concerned Guyanese	BL2795-concernedGuyanese.jpg					Concerned Guyanese		True								
2796	BL2796	Stop Cruise	BL2796a-StopCruise.jpg					Stop Cruise		True								
2797	BL2797	Nicaragua FSLN	BL2797a-NicaraguaFSLN.jpg					Nicaragua FSLN		True								
2798	BL2798	CAN-Dance	BL2798-CAN-Dance.jpg					CAN-Dance		True								
2799	BL2799	Energy Day	BL2799a-EnergyDay.jpg					Energy Day		True								
2800	BL2800	St George Energy Day	BL2800-StGeorgeEnergyDay.jpg					St George Energy Day		True								
2801	BL2801	Nuclear Power Debate	BL2801-NuclearPowerDebate.jpg					Nuclear Power Debate		True								
2802	BL2802	Quebec Right to Choose	BL2802a-QuebecRightoChoose.jpg					Quebec Right to Choose		True								
2803	BL2803	Nuclear Power Rally	BL2803a-NuclearPowerRally.jpg					Nuclear Power Rally		True								
2804	BL2804	Rock Against Racism	BL2804-RockAgainstRacism.jpg					Rock Against Racism		True								
2805	BL2805	Stop the Arms Race	BL2805a-StoptheArmsRace.jpg					Stop the Arms Race		True								
2806	BL2806	Ward 6 Quiz	BL2806-Ward6Quiz.jpg					Ward 6 Quiz		True								
2807	BL2807	Communist Party Convention	BL2807-CommunistPartyConvention.jpg					Communist Party Convention		True								
2808	BL2808	Out of NORAD	BL2808-OutofNORAD.jpg					Out of NORAD		True								
2809	BL2809	Galinda Madrid	BL2809a-GalindaMadrid.jpg					Galinda Madrid		True								
2810	BL2810	Zundel Leaflet	BL2810a-ZundelLeaflet.jpg					Zundel Leaflet		True								
2811	BL2811	New Deal Daycare	BL2811a-NewDealDaycare.jpg					New Deal Daycare		True								
2812	BL2812	Survival Disarmament	BL2812a-SurvivalDisarmament.jpg					Survival Disarmament		True								
2813	BL2813	Survival Disarmament Week	BL2813a-SurvivalDisarmamentWeek.jpg					Survival Disarmament Week		True								
2814	BL2814	Survvial Disarmament Week	BL2814-SurvvialDisarmamentWeek.jpg					Survvial Disarmament Week		True								
2815	BL2815	Art Peace	BL2815-ArtPeace.jpg					Art Peace		True								
2816	BL2816	CLGRO Report	BL2816a-CLGROReport.jpg					CLGRO Report		True								
2817	BL2817	Gay Freedom Rally	BL2817-GayFreedomRally.jpg					Gay Freedom Rally		True								
2818	BL2818	International Womens Day 1981	BL2818-InternationalWomensDay1981.jpg			1981		International Womens Day 1981		True								
2819	BL2819	Petition Bathouse Raids	BL2819-PetitionBathouseRaids.jpg					Petition Bathouse Raids		True								
2820	BL2820	Affordable Housing	BL2820-AffordableHousing.jpg					Affordable Housing		True								
2821	BL2821	Reel to Real	BL2821a-ReeltoReal.jpg					Reel to Real		True								
2822	BL2822	TCLSAC	BL2822-TCLSAC.jpg					TCLSAC		True								
2823	BL2823	Hunger Strike	BL2823-HungerStrike.jpg					Hunger Strike		True								
2824	BL2824	El Salvador	BL2824-ElSalvador.jpg					El Salvador		True								
2825	BL2825	Agricusiness Forum	BL2825-AgricusinessForum.jpg					Agricusiness Forum		True								
2826	BL2826	Agricusiness Forum	BL2826-AgricusinessForum.jpg					Agricusiness Forum		True								
2827	BL2827	Police Community Relations	BL2827-PoliceCopmmunityRelations.jpg					Police Community Relations		True								
2828	BL2828	Partisan Sailors Art	BL2828-PartisanSailorsArt.jpg					Partisan Sailors Art		True								
2829	BL2829	Peace Petition	BL2829-PeacePetition.jpg					Peace Petition		True								
2830	BL2830	Take Back the Night	BL2830a-TakeBacktheNight.jpg					Take Back the Night		True								
2831	BL2831	Against Racism	BL2831-AgainstRacism.jpg					Against Racism		True								
2832	BL2832	Riverdale Against Racism	BL2832-RiverdaleAgainstRacism.jpg					Riverdale Against Racism		True								
2833	BL2833	Awash Chemical Sea	BL2833a-AwashChemicalSea.jpg					Awash Chemical Sea		True								
2834	BL2834	Power Line	BL2834a-PowerLine.jpg					Power Line		True								
2835	BL2835	Power Line	BL2835a-PowerLine.jpg					Power Line		True								
2836	BL2836	M4M Rock Rally	BL2836-M4M-RockRally.jpg					M4M Rock Rally		True								
2837	BL2837	Beauty & Beast	BL2837-BeautyBeast.jpg					Beauty & Beast										
2838	BL2838	Beauty & Beast	BL2838-BeautyBeast.jpg					Beauty & Beast										
2839	BL2839	Beauty & Beast	BL2839-BeautyBeast.jpg					Beauty & Beast										
2840	BL2840	Beauty & Beast	BL2840-BeautyBeast.jpg					Beauty & Beast										
2841	BL2841	Stray Dog Theatre	BL2841-StrayDogTheatre.jpg					Stray Dog Theatre										
2842	BL2842	Beauty Beast	BL2842-BeautyBeast.jpg					Beauty Beast										
2843	BL2843	Arpilleras	BL2843-Arpilleras.jpg					Arpilleras										
2844	BL2844	PartisanTapestries	BL2844a-PartisanTapestries.jpg					PartisanTapestries		True								
2845	BL2845	ChileTapestries	BL2845-ChileTapestries.jpg					ChileTapestries		True								
2846	BL2846	CLGRO Report	BL2846a-CLGROReport.jpg					CLGRO Report		True								
2847	BL2847	CLGRO	BL2847-CLGRO.jpg					CLGRO		True								
2848	BL2848	CLGRO	BL2848a-CLGRO.jpg					CLGRO		True								
2849	BL2849	Bawdy House Laws	BL2849a-BawdyHouseLaws.jpg					Bawdy House Laws		True								
2850	BL2850	Against the Klan	BL2850a-AgainsttheKlan.jpg					Against the Klan		True								
2851	BL2851	El Salvador	BL2851-ElSalvador.jpg					El Salvador		True								
2852	BL2852	African National Congress	BL2852-AfricanNationalcongress.jpg					African National Congress		True								
2853	BL2853	Chilean Political Prisoners	BL2853-ChileanPoliticalPrisoners.jpg					Chilean Political Prisoners		True								
2854	BL2854	OFL Ontario Work	BL2854a-OFLOntarioWork.jpg					OFL Ontario Work		True								
2855	BL2855	St George NDP	BL2855a-StGeorgeNDP.jpg					St George NDP		True								
2856	BL2856	INFACT	BL2856-INFACT.jpg					INFACT		True								
2857	BL2857	CLGRO	BL2857a-CLGRO.jpg					CLGRO		True								
2858	BL2858	Homosexual Lobby	BL2858a-HomosexualLobby.jpg					Homosexual Lobby		True								
2859	BL2859	Canadian Farmworkers	BL2859-CanadianFarmworkers.jpg					Canadian Farmworkers		True								
2860	BL2860	DomesticWorkers	BL2860a-DomesticWorkers.jpg					DomesticWorkers		True								
2861	BL2861	High Interest Rates	BL2861-HighInterestRates.jpg					High Interest Rates		True								
2862	BL2862	Action Volunteers Animals	BL2862a-ActionVolunteersAnimals.jpg					Action Volunteers Animals		True								
2863	BL2863	Controlling Police	BL2863-ControllingPolice.jpg					Controlling Police		True								
2864	BL2864	Day Care Crisis	BL2864a-DayCareCrisis.jpg					Day Care Crisis		True								
2865	BL2865	Barred from Prison	BL2865a-BarredfromPrison.jpg					Barred from Prison		True								
2866	BL2866	Seven News Benefit Dance	BL2866-SevenNewsBenefitDance.jpg					Seven News Benefit Dance		True								
2867	BL2867	Dykes in Streets	BL2867b-DykesinStreets.jpg					Dykes in Streets		True								
2868	BL2868	World Disarmament	BL2868-WorldDisarmament.jpg					World Disarmament		True								
2869	BL2869	War or Peace in Space	BL2869-WarorPeaceinSpace.jpg					War or Peace in Space		True								
2870	BL2870	Action Daycare Rally	BL2870a-ActionDaycareRally.jpg					Action Daycare Rally		True								
2871	BL2871	Day Care Crisis	BL2871a-DayCareCrisis.jpg					Day Care Crisis		True								
