ID	ImageNum	Title	Filename	OriginalFilename	Author	Year1stPub	BildSource	Caption	ELibrary	CXDatabase	SourcesDB	Ullibrary	Nix	Marked	Publishist	Format	SoFRefID	SoFDate
216	BL0216	Female nudes painting	BL0216-FemaleNudes					Female nudes painting					True			PHO		
217	BL0217	Head smashing animated graphic	BL0217-HeadSmashing					Head smashing animated graphic								PHO		
218	BL0218	Giant sandwich	BL0218-Food1					Giant sandwich								PHO		
219	BL0219	Globe	BL0219-Globe					Globe								PHO		
220	BL0220	God with angels	BL0220-God					God with angels								PHO		
221	BL0221	Climber climbing ice wall	BL0221-Iceman					Climber climbing ice wall								PHO		
222	BL0222	Igor Gouzenko	BL0223-Igor					Igor Gouzenko		True						PHO		
223	BL0223	Istanbul	BL0223-Istanbul-NatGeo					Istanbul								PHO		
224	BL0224	Man sitting on curb	BL0224-Man-on-Curb1					Man sitting on curb								PHO		
225	BL0225	Naked man on mountain	BL0225-ManonMountain					Naked man on mountain								PHO		
226	BL0226	Senator McCarthy	BL0226-McCarthy					Senator McCarthy		True						PHO		
227	BL0227	Life Segments pie chart	BL0227-LifeSegments					Life Segments pie chart								PHO		
228	BL0228	Masked mugger with gun	BL0228-Mugger					Masked mugger with gun								PHO		
229	BL0229	Man balancing rocks	BL0229-Rock					Man balancing rocks								PHO		
230	BL0230	A Rose	BL0230-Rose					A Rose								PHO		
231	BL0231	Seifert tombstones	BL0231-SeifertStone					Seifert tombstones								PHO		
232	BL0232	Painting of sick man	BL0232-Sicman1					Painting of sick man								PHO		
233	BL0233	Kids hiding under desks in nuclear drill	BL0233-UnderDesk					Kids hiding under desks in nuclear drill		True						PHO		
234	BL0234	Drawing of vain man being dressed	BL0234-VainMain1					Drawing of vain man being dressed								PHO		
235	BL0235	Intersecting Realities fractal	BL0235-IntersectingRealities					Intersecting Realities fractal								PHO		
236	BL0236	Labyrinth	BL0236-Labyrinth					Labyrinth								PHO		
237	BL0237	Blue maze	BL0237-Labyrinth					Blue maze								PHO		
238	BL0238	Maze with penguins	BL0238-Labyrinth3					Maze with penguins								PHO		
239	BL0239	Maze with penguins	BL0239-Labyrinth3					Maze with penguins								PHO		
240	BL0240	Maze with penguins	BL0240-Labyrinth4					Maze with penguins								PHO		
241	BL0241	Maze	BL0241-Maze					Maze								PHO		
242	BL0242	Maze	BL0242-Maze3					Maze								PHO		
243	BL0243	Mouse in chewed-up maze eating cheese	BL0243-Mazemouse					Mouse in chewed-up maze eating cheese								PHO		
244	BL0244	Checkerboard room	BL0244-Room					Checkerboard room								PHO		
245	BL0245	Wooden Cubes	BL0245-Woodencubes					Wooden Cubes								PHO		
246	BL0246	Blue sphere	BL0246-Bluesphere					Blue sphere								PHO		
247	BL0247	Laneway with pears on garage	BL0247-Laneways113					Laneway with pears on garage								PHO		
248	BL0248	Garage on Clinton	BL0248-Laneways15					Garage on Clinton								PHO		
249	BL0249	Laneway with two-storey garage	BL0249-Laneways16					Laneway with two-storey garage								PHO		
250	BL0250	Laneway with two-storey garage	BL0250-Laneways26					Laneway with two-storey garage								PHO		
251	BL0251	Mushrooms	BL0251-Mushrooms					Mushrooms								PHO		
252	BL0252	Canadian School Studios business card	BL0252-School1			1958		Canadian School Studios business card				True				PHO		
253	BL0253	Canadian School Studios line art	BL0253-School2			1958		Canadian School Studios line art				True				PHO		
254	BL0254	Yankee go home protest on Mars	BL0254-Mars					Yankee go home protest on Mars		True						PHO		
255	BL0255	Earth from space	BL0255-Space					Earth from space								PHO		
256	BL0256	Stained organism	BL0256-StainedOrganism					Stained organism								PHO		
257	BL0257	Road in Mexico	BL0257-Mexico					Road in Mexico								PHO		
258	BL0258	Seaweed	BL0258-Seaweed					Seaweed								PHO		
259	BL0259	Winter fog	BL0259-Winterfog					Winter fog								PHO		
260	BL0260	Snowy creek	BL0260-Snowycreek					Snowy creek								PHO		
261	BL0261	Sunset	BL0261-CIMG1496					Sunset								PHO		
262	BL0262	Rose with drops of water	BL0262-Vuepro27					Rose with drops of water								PHO		
263	BL0263	Mountains	BL0263-Vuepro31					Mountains								PHO		
264	BL0264	Wilderness	BL0264-Vuepro33					Wilderness								PHO		
265	BL0265	Shoreline	BL0265-Vuepro34					Shoreline								PHO		
266	BL0266	Lightning	BL0266-Vuepro35					Lightning								PHO		
267	BL0267	Treed drive	BL0267-Vuepro36					Treed drive								PHO		
268	BL0268	Waterfall	BL0268-Vuepro37					Waterfall								PHO		
269	BL0269	Seashore	BL0269-Vuepro38					Seashore								PHO		
270	BL0270	Jumping porpoises or dolphins	BL0270-Vuepro39					Jumping porpoises or dolphins								PHO		
271	BL0271	Painting of nude	BL0271-Lucinda-PinkandblueLady		Knowlton, Lucinda	2006		Painting of nude								PHO		
272	BL0272	Peshkov on Serko	BL0272-Peshkov					Peshkov on Serko								PHO		
273	BL0273	Story of O logo	BL0273-O50Logo_red					Story of O logo					True			PHO		
274	BL0274	Story of O logo	BL0274-O50Logo_redblack					Story of O logo					True			PHO		
275	BL0275	Story of O poster	BL0275-O-Buch-Film					Story of O poster					True			PHO		
276	BL0276	Obscenity Exposed graphic	BL0276-Obscenity1		Diemer, Ulli	1978	Red Menace	Obscenity Exposed graphic		True		True	True			PHO		
277	BL0277	Obscenity Exposed graphic	BL0277-Obscenity2		Diemer, Ulli	1978	Red Menace	Obscenity Exposed graphic		True		True	True			PHO		
278	BL0278	Obscenity Exposed graphic	BL0278-Obscenity3		Diemer, Ulli	1978	Red Menace	Obscenity Exposed graphic		True		True	True			PHO		
279	BL0279	Courbet - Origine du Monde	BL0279-Origine					Courbet - Origine du Monde					True			PHO		
280	BL0280	Courbet - Origine du Monde	BL02800-OrigineduMonde3					Courbet - Origine du Monde					True			PHO		
281	BL0281	Painting with rider on Origine du Monde background	BL0281-alarecherchedeloriginedumonde					Painting with rider on Origine du Monde background					True			PHO		
282	BL0282	Origine du Monde flipped left-to-right	BL0282-OrigineFlip					Origine du Monde flipped left-to-right					True			PHO		
283	BL0283	Battleship Potemkin poster	BL0283-Potemkin			1925	Revolutionary Soviet Film Posters	Battleship Potemkin poster		True						PHO		
284	BL0284	Ghandi poster	BL0284-Gandhi				Behind Enemy Lines	Ghandi poster		True						PHO		
285	BL0285	Propaganda cartoon about underground radio and presses	BL0285-Underground				Behind Enermy Lines	Propaganda cartoon about underground radio and presses		True						PHO		
286	BL0286	While You Are Away propaganda poster	BL0286-WhileYouAreAway				Behind Enemy Lines	While You Are Away propaganda poster		True						PHO		
287	BL0287	Anti-Yankee propaganda flyer	BL0287-Yanks				Behind Enemy Lines	Anti-Yankee propaganda flyer		True						PHO		
288	BL0288	Do Spirits Return Houdini poster	BL0288-DoSpiritsReturn				Houdini His Life and Art	Do Spirits Return Houdini poster								PHO		
289	BL0289	Man from Beyond Houdini poster	BL0289-ManFromBeyond				Houdini His Life and Art	Man from Beyond Houdini poster								PHO		
290	BL0290	Houdini in Margie box	BL0290-MargieBox				Houdini His Life and Art	Houdini in Margie box								PHO		
291	BL0291	The Bill graphic	BL0291-TheBill				Houdini His Life and Art	The Bill graphic								PHO		
292	BL0292	Martin Luther nails the Ninety-Five Theses to the church door	BL0292-Luther				Easily Led	Martin Luther nails the Ninety-Five Theses to the church door		True						PHO		
293	BL0293	Cover of sheet music for the Marseillaise	BL0293-Marseillaise			1792	Easily Led	Cover of sheet music for the Marseillaise		True						PHO		
294	BL0294	Russian Communist Propaganda cart	BL0294-RussianCommunistPropaganda			1917	Easily Led	Russian Communist Propaganda cart		True						PHO		
295	BL0295	Temperance advertisement	BL0295-Temperance				Easily Led	Temperance advertisement								PHO		
296	BL0296	Berlin divided by Berlin Wall	BL0296-Berlin				Ages of Extremes	Berlin divided by Berlin Wall								PHO		
297	BL0297	Fidel Castro's rebel army enters Santa Clara	BL0297-Castro			1958	Ages of Extremes	Fidel Castro's rebel army enters Santa Clara		True						PHO		
298	BL0298	Dresden after bombing 1945	BL0298-Dresden			1945	Ages of Extremes	Dresden after bombing 1945								PHO		
299	BL0299	Young Italian fascists marching past Mussolini	BL0299-Duce				Ages of Extremes	Young Italian fascists marching past Mussolini		True						PHO		
300	BL0300	German 20 million Mark banknote	BL0300-GermanInflation			1923	Ages of Extremes	German 20 million Mark banknote								PHO		
301	BL0301	Image of Lenin	BL0301-Lenin				Ages of Extremes	Image of Lenin		True						PHO		
302	BL0302	Nazi rally at Nuremberg	BL0302-Nazi				Ages of Extremes	Nazi rally at Nuremberg		True						PHO		
303	BL0303	Russian soldiers with revolutionary banners	BL0303-Russia			1917	Ages of Extremes	Russian soldiers with revolutionary banners		True						PHO		
304	BL0304	Anarchist militia in Barcelona 1936	BL0304-Spain			1936	Ages of Extremes	Anarchist militia in Barcelona 1936		True						PHO		
305	BL0305	Stalin statue on truck in Prague	BL0305-Stalin				Ages of Extremes	Stalin statue on truck in Prague		True						PHO		
306	BL0306	Newspaper covering Wall Street crash of 1929	BL0306-WallStreet			1929	Ages of Extremes	Newspaper covering Wall Street crash of 1929		True						PHO		
307	BL0307	Rosa Luxemburg	BL0307-RosaLuxemburg				George Grosz (Kranzfelder)	Rosa Luxemburg		True						PHO		
308	BL0308	Karl Liebknecht speaking in Berlin 1918	BL0308-Liebknecht			1918	George Grosz (Kranzfelder)	Karl Liebknecht speaking in Berlin 1918		True						PHO		
309	BL0309	Spartacists in Berlin 1919	BL0309-Spartacists			1919	George Grosz (Kranzfelder)	Spartacists in Berlin 1919		True						PHO		
310	BL0310	Germany: a Winter's Tale	BL0310-GermanywTale		Grosz, George	1919	George Grosz (Kranzfelder)	Germany: a Winter's Tale		True						PHO		
311	BL0311	Republican Automatons	BL0311-RepublicanAutomatons		Grosz, George	1920	George Grosz (Kranzfelder)	Republican Automatons		True						PHO		
312	BL0312	Daum marries her pedantic automaton	BL0312-DaumMarries		Grosz, George	1920	George Grosz (Kranzfelder)	Daum marries her pedantic automaton		True			True			PHO		
313	BL0313	Spiesser-Spiegel drawing	BL0313-Spiesser-Spiegel		Grosz, George	1925	George Grosz (Kranzfelder)	Spiesser-Spiegel drawing		True						PHO		
314	BL0314	Five in the Morning!	BL0314-FiveintheMorning		Grosz, George	1921	George Grosz (Kranzfelder)	Five in the Morning!		True			True			PHO		
315	BL0315	Berlin Krezuberg around 1930	BL0315-Kreuzberg			1930	George Grosz (Kranzfelder)	Berlin Krezuberg around 1930								PHO		
316	BL0316	Streetwalking	BL0316-Streetwalking		Grosz, George	1922	George Grosz (Kranzfelder)	Streetwalking		True			True			PHO		
317	BL0317	Shut up and keep serving the cause	BL0317-ShutUpandKeepServing		Grosz, George	1927	George Grosz (Kranzfelder)	Shut up and keep serving the cause		True						PHO		
318	BL0318	George Grosz on the rubble of Berlin	BL0318-Grosz			1958	George Grosz (Kranzfelder)	George Grosz on the rubble of Berlin		True						PHO		
319	BL0319	John Heartfiled with Gorsz's puppet of a Conservtive gentleman	BL0319-Heartfield			1919	George Grosz (Kranzfelder)	John Heartfiled with Gorsz's puppet of a Conservtive gentleman		True						PHO		
320	BL0320	Male chastity device	BL0320-CurveMaleChastityDevice-530d.jpg					Male chastity device					True			PHO		
321	BL0321	Gandhi	BL0321-Gandhi				The Struggle for Democracy	Gandhi		True						PHO		
322	BL0321	Johann Gutenberg	BL0321-Gutenberg				The Struggle for Democracy	Johann Gutenberg								PHO		
323	BL0323	Man on leash icon	BL0323-ManonLeashIcon.jpg					Man on leash icon								PHO		
324	BL0324	Baby reading	BL0324-BabyReading.jpg					Baby reading								PHO		
325	BL0325	Pericles	BL0325-Pericles				The Struggle for Democracy	Pericles		True						PHO		
326	BL0326	Boy in fridge	BL0326-BoyinFridge.jpg					Boy in fridge								PHO		
327	BL0327	Baby eating watermelon	BL0327-BabyWatermelon.jpg					Baby eating watermelon								PHO		
328	BL0328	Boy playing with electrical socket	BL0328-BoyElectricalSocket.jpg					Boy playing with electrical socket								PHO		
329	BL0329	Boys peeing	BL0329-BoysPeeing.jpg					Boys peeing								PHO		
330	BL0330	Boy with skateboard at top of steep hill	BL0330-BoySteepHill.jpg					Boy with skateboard at top of steep hill								PHO		
331	BL0331	Boy with frog in mouth	BL0331-BoyFroginMouth.jpg					Boy with frog in mouth								PHO		
332	BL0332	Baby eating	BL0332-BabyBowl.jpg					Baby eating								PHO		
333	BL0333	You look like you could use a belly rub	BL0333-BellyRub		Piraro, Dan			You look like you could use a belly rub								PHO		
334	BL0334	No Intelligent Life	BL0334-Calvin-IntelligentLife		Waterson, Bill			No Intelligent Life								PHO		
335	BL0335	Calivn's Dad Snow Biking	BL0335-CalvinsDadSnowBiking		Waterson, Bill			Calivn's Dad Snow Biking								PHO		
336	BL0336	Computer is Down Again	BL0336-ComputerDown		Piraro, Dan			Computer is Down Again								PHO		
337	BL0337	Dogbert Data Mining	BL0337-Dilbert-2000-01-03		Adams, Scott	2000		Dogbert Data Mining								PHO		
338	BL0338	Dogbert Data Mining Lunch Room	BL0338-Dilbert-2000-01-04		Adams, Scott	2000		Dogbert Data Mining Lunch Room								PHO		
339	BL0339	Relevance of Work	BL0339-Dilbert-2000-01-11		Adams, Scott	2000		Relevance of Work								PHO		
340	BL0340	Sadness and coffee	BL0340-Dilbert-Coffee001		Adams, Scott	2006		Sadness and coffee								PHO		
341	BL0341	Drug Rep	BL0341-Dilbert-DrugRep		Adams, Scott	2001		Drug Rep								PHO		
342	BL0342	Envirocrusher	BL0342-Dilbert-Envirocrusher		Adams, Scott	2005		Envirocrusher								PHO		
343	BL0343	Play Golf	BL0343-Dilbert-Golf		Adams, Scott	2003		Play Golf								PHO		
344	BL0344	Insane Chicks meeting	BL0344-Dilbert-InsaneChicks		Adams, Scott	2006		Insane Chicks meeting								PHO		
345	BL0345	Purpose of Life	BL0345-Dilbert-PurposeofLife		Adams, Scott	2006		Purpose of Life								PHO		
346	BL0346	Sentence Finisher	BL0346-Dilbert-SentenceFinisher		Adams, Scott	2006		Sentence Finisher								PHO		
347	BL0347	Dilbert's Mom security upgrade	BL0347-Dilbert-Mom		Adams, Scott	2005		Dilbert's Mom security upgrade								PHO		
348	BL0348	Dog riding in car	BL0348-DoginCar			2005		Dog riding in car								PHO		
349	BL0349	Man is like a deck of cards	BL0349-FullDeck			2004		Man is like a deck of cards								PHO		
350	BL0350	Harper Daycare	BL0350-GableCartoon		Gable	2006	Globe & Mail	Harper Daycare								PHO		
351	BL0351	Built Like a Greek Status	BL0351-GreekStatue		Harrop, Graham	2006		Built Like a Greek Status								PHO		
352	BL0352	Where Mommy and Daddy Went	BL0352-IraqiChild		Mr. Fish	2005	Harper's	Where Mommy and Daddy Went								PHO		
353	BL0353	Irresistable pigeon	BL0353-Irresistable		Piraro, Dan	2006	Globe & Mail	Irresistable pigeon								PHO		
354	BL0354	Sons and websites	BL0354-MySon		Piraro, Dan	2007	Globe & Mail	Sons and websites								PHO		
355	BL0355	You're not in today	BL0355-NotinToday		Baldwin, Mike	2005		You're not in today								PHO		
356	BL0356	Status Quo Man (Paul Martin)	BL0356-StatusQuoMan			2005		Status Quo Man (Paul Martin)								PHO		
357	BL0357	Tern Over a New Leaf	BL0357-TernOver				Book of Terns	Tern Over a New Leaf								PHO		
358	BL0358	What Night is This?	BL0358-WhatNight		Mankoff		New Yorker	What Night is This?								PHO		
359	BL0359	Write What You Know	BL0359-WriteWhatYouKnow		Culwin, Leo		New Yorker	Write What You Know								PHO		
360	BL0360	Hallowe'en Dogs	BL0360-Halloweendogs					Hallowe'en Dogs								PHO		
361	BL0361	Hallowe'en Dogs	BL0361-Halloweendogs2					Hallowe'en Dogs								PHO		
362	BL0362	Dog Mask	BL0362-DogMask					Dog Mask								PHO		
363	BL0363	Dog Mask	BL0363-DogFace					Dog Mask								PHO		
364	BL0364	Fox Mask	BL0364-FoxMask					Fox Mask								PHO		
365	BL0365	Piggish Mask	BL0365-PiggishMask					Piggish Mask								PHO		
366	BL0366	Ecuadorian dog mask	BL0366-EcuadorMaskDog-a					Ecuadorian dog mask								PHO		
367	BL0367	Ecuadorian dog mask	BL0367-EcuadorMaskDog-d					Ecuadorian dog mask								PHO		
368	BL0368	Dog Mask	BL0368-Wienerdog					Dog Mask								PHO		
369	BL0369	Dog Costume	BL0369-DogCostume					Dog Costume								PHO		
370	BL0370	Pig Mask	BL0370-PigMask					Pig Mask								PHO		
371	BL0371	Cow Costume	BL0371-CowCostume					Cow Costume								PHO		
372	BL0372	Gorilla Costume	BL0372-GorillaCostume					Gorilla Costume								PHO		
373	BL0373	Mask	BL0373-Mask					Mask								PHO		
374	BL0374	Skeleton Costume	BL0374-SkeletonCostume					Skeleton Costume								PHO		
375	BL0375	Hooker Costume	BL0375-HookerCostume					Hooker Costume								PHO		
376	BL0376	Scottish Kilt Costume	BL0376-Kilt					Scottish Kilt Costume								PHO		
377	BL0377	Priest and Nun Costumes	BL0377-PriestNunCostumes					Priest and Nun Costumes								PHO		
378	BL0378	Roman Centurian Costume	BL0378-RomanCenturian					Roman Centurian Costume								PHO		
379	BL0379	Roman Soldier sketch	BL0379-RomanSoldier					Roman Soldier sketch								PHO		
380	BL0380	Roman Soldier costume	BL0380-RomanSolider480					Roman Soldier costume								PHO		
381	BL0381	Roman Soldier Costume	BL0381-RomanSoldieer481					Roman Soldier Costume								PHO		
382	BL0382	Roman Soldier Worksheet	BL0382-RomanSoldierWorksheet					Roman Soldier Worksheet								PHO		
383	BL0383	Roman Toga	BL0383-RomanToga					Roman Toga								PHO		
384	BL0384	Star Wars players	BL0384StarWars200407					Star Wars players								PHO		
385	BL0385	Person in Star Wars costume	BL0385-StarWars4					Person in Star Wars costume								PHO		
386	BL0386	People in Star Wars costumes	BL0386-StarWars5					People in Star Wars costumes								PHO		
387	BL0387	Person in Star Wars costume	BL0387-StarWars7					Person in Star Wars costume								PHO		
388	BL0388	Star Wars mask	BL0388-StarWarsAGuard					Star Wars mask								PHO		
